video_id,video_name,camera,label
columpiosCam2_columpioscam2-2024-12-09_18-02-00,columpioscam2-2024-12-09_18-02-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-09_22-07-00,columpioscam2-2024-12-09_22-07-00,columpiosCam2,Adult_Assisting
columpiosCam2_columpioscam2-2024-12-13_07-15-00,columpioscam2-2024-12-13_07-15-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-13_08-04-00,columpioscam2-2024-12-13_08-04-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-13_08-39-00,columpioscam2-2024-12-13_08-39-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-13_09-42-00,columpioscam2-2024-12-13_09-42-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-13_11-03-00,columpioscam2-2024-12-13_11-03-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-13_12-18-00,columpioscam2-2024-12-13_12-18-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-13_12-21-00,columpioscam2-2024-12-13_12-21-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-13_15-27-00,columpioscam2-2024-12-13_15-27-00,columpiosCam2,Play_Object_Risk
columpiosCam2_columpioscam2-2024-12-13_18-23-00,columpioscam2-2024-12-13_18-23-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-13_19-19-00,columpioscam2-2024-12-13_19-19-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-13_20-26-00,columpioscam2-2024-12-13_20-26-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-13_21-08-00,columpioscam2-2024-12-13_21-08-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-13_21-21-00,columpioscam2-2024-12-13_21-21-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-14_09-08-00,columpioscam2-2024-12-14_09-08-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_09-09-00,columpioscam2-2024-12-14_09-09-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_11-58-00,columpioscam2-2024-12-14_11-58-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_12-07-00,columpioscam2-2024-12-14_12-07-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_12-08-00,columpioscam2-2024-12-14_12-08-00,columpiosCam2,Adult_Assisting
columpiosCam2_columpioscam2-2024-12-14_16-49-00,columpioscam2-2024-12-14_16-49-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-14_17-51-00,columpioscam2-2024-12-14_17-51-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-14_17-53-00,columpioscam2-2024-12-14_17-53-00,columpiosCam2,Adult_Assisting
columpiosCam2_columpioscam2-2024-12-14_17-54-00,columpioscam2-2024-12-14_17-54-00,columpiosCam2,Play_Object_Risk
columpiosCam2_columpioscam2-2024-12-14_17-55-00,columpioscam2-2024-12-14_17-55-00,columpiosCam2,Play_Object_Risk
columpiosCam2_columpioscam2-2024-12-14_18-00-00,columpioscam2-2024-12-14_18-00-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-14_18-22-00,columpioscam2-2024-12-14_18-22-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_19-11-00,columpioscam2-2024-12-14_19-11-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-14_20-13-00,columpioscam2-2024-12-14_20-13-00,columpiosCam2,Social_People
columpiosCam2_columpioscam2-2024-12-14_20-14-00,columpioscam2-2024-12-14_20-14-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_21-03-00,columpioscam2-2024-12-14_21-03-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-14_21-04-00,columpioscam2-2024-12-14_21-04-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_21-23-00,columpioscam2-2024-12-14_21-23-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-14_22-13-00,columpioscam2-2024-12-14_22-13-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-14_22-16-00,columpioscam2-2024-12-14_22-16-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-14_22-20-00,columpioscam2-2024-12-14_22-20-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-14_22-21-00,columpioscam2-2024-12-14_22-21-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-15_10-19-00,columpioscam2-2024-12-15_10-19-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-15_14-10-00,columpioscam2-2024-12-15_14-10-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-15_15-21-00,columpioscam2-2024-12-15_15-21-00,columpiosCam2,Adult_Assisting
columpiosCam2_columpioscam2-2024-12-15_16-09-00,columpioscam2-2024-12-15_16-09-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-15_17-03-00,columpioscam2-2024-12-15_17-03-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-15_17-56-00,columpioscam2-2024-12-15_17-56-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-15_18-02-00,columpioscam2-2024-12-15_18-02-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-15_18-08-00,columpioscam2-2024-12-15_18-08-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-15_19-21-00,columpioscam2-2024-12-15_19-21-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-15_20-19-00,columpioscam2-2024-12-15_20-19-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-15_21-48-00,columpioscam2-2024-12-15_21-48-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-15_22-02-00,columpioscam2-2024-12-15_22-02-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-16_08-10-00,columpioscam2-2024-12-16_08-10-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-16_12-17-00,columpioscam2-2024-12-16_12-17-00,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2024-12-16_18-28-00,columpioscam2-2024-12-16_18-28-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-16_20-21-00,columpioscam2-2024-12-16_20-21-00,columpiosCam2,Social_People
columpiosCam2_columpioscam2-2024-12-16_22-28-00,columpioscam2-2024-12-16_22-28-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-17_09-06-00,columpioscam2-2024-12-17_09-06-00,columpiosCam2,Transit
columpiosCam2_columpioscam2-2024-12-17_09-47-00,columpioscam2-2024-12-17_09-47-00,columpiosCam2,Play_Object_Normal
columpiosCam2_columpioscam2-2024-12-17_10-01-00,columpioscam2-2024-12-17_10-01-00,columpiosCam2,Social_People
columpiosCam2_columpioscam2-2024-12-17_11-04-00,columpioscam2-2024-12-17_11-04-00,columpiosCam2,Social_People
columpiosCam2_columpioscam2-2025-01-07_07-22-01,columpioscam2-2025-01-07_07-22-01,columpiosCam2,no_activity
columpiosCam2_columpioscam2-2025-01-07_14-12-05,columpioscam2-2025-01-07_14-12-05,columpiosCam2,Social_People
columpiosCam2_columpioscam2-2025-01-07_19-32-19,columpioscam2-2025-01-07_19-32-19,columpiosCam2,no_activity
columpiosCam3_columpioscam3-2024-09-25 11:14:23,columpioscam3-2024-09-25 11:14:23,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 11:48:28,columpioscam3-2024-09-25 11:48:28,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 13:14:58,columpioscam3-2024-09-25 13:14:58,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 17:21:46,columpioscam3-2024-09-25 17:21:46,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 17:30:01,columpioscam3-2024-09-25 17:30:01,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 18:21:43,columpioscam3-2024-09-25 18:21:43,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 18:24:26,columpioscam3-2024-09-25 18:24:26,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-09-25 18:30:06,columpioscam3-2024-09-25 18:30:06,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 19:23:55,columpioscam3-2024-09-25 19:23:55,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 19:47:49,columpioscam3-2024-09-25 19:47:49,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 19:55:55,columpioscam3-2024-09-25 19:55:55,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 20:13:30,columpioscam3-2024-09-25 20:13:30,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 20:56:20,columpioscam3-2024-09-25 20:56:20,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-09-25 21:00:18,columpioscam3-2024-09-25 21:00:18,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-09-25 21:03:47,columpioscam3-2024-09-25 21:03:47,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-09-25 21:06:03,columpioscam3-2024-09-25 21:06:03,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-09-25 21:07:04,columpioscam3-2024-09-25 21:07:04,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-09-25 21:18:04,columpioscam3-2024-09-25 21:18:04,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-09-25 21:29:28,columpioscam3-2024-09-25 21:29:28,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-09-25 21:32:16,columpioscam3-2024-09-25 21:32:16,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-10-03 15:20:29,columpioscam3-2024-10-03 15:20:29,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-10-03 15:22:07,columpioscam3-2024-10-03 15:22:07,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-10-03 16:04:04,columpioscam3-2024-10-03 16:04:04,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-11-13 07:25:28,columpioscam3-2024-11-13 07:25:28,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-13 13:18:44,columpioscam3-2024-11-13 13:18:44,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-13 16:52:56,columpioscam3-2024-11-13 16:52:56,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-14 06:56:21,columpioscam3-2024-11-14 06:56:21,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-14 13:22:32,columpioscam3-2024-11-14 13:22:32,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-14 16:59:14,columpioscam3-2024-11-14 16:59:14,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-14 21:15:50,columpioscam3-2024-11-14 21:15:50,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-15 07:48:56,columpioscam3-2024-11-15 07:48:56,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-11-16 10:23:11,columpioscam3-2024-11-16 10:23:11,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-11-16 16:48:30,columpioscam3-2024-11-16 16:48:30,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-11-16 20:26:04,columpioscam3-2024-11-16 20:26:04,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_07-15-00,columpioscam3-2024-12-09_07-15-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_07-40-00 copy,columpioscam3-2024-12-09_07-40-00 copy,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_07-40-00,columpioscam3-2024-12-09_07-40-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_08-12-00 copy,columpioscam3-2024-12-09_08-12-00 copy,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-09_08-12-00,columpioscam3-2024-12-09_08-12-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-09_08-30-00,columpioscam3-2024-12-09_08-30-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_08-33-00,columpioscam3-2024-12-09_08-33-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_09-55-00 copy,columpioscam3-2024-12-09_09-55-00 copy,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_09-55-00,columpioscam3-2024-12-09_09-55-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_09-57-00 copy,columpioscam3-2024-12-09_09-57-00 copy,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_09-57-00,columpioscam3-2024-12-09_09-57-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_16-01-00,columpioscam3-2024-12-09_16-01-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_16-44-00,columpioscam3-2024-12-09_16-44-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_17-32-00,columpioscam3-2024-12-09_17-32-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_17-36-00,columpioscam3-2024-12-09_17-36-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_18-00-00 copy,columpioscam3-2024-12-09_18-00-00 copy,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_18-00-00,columpioscam3-2024-12-09_18-00-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_18-04-00,columpioscam3-2024-12-09_18-04-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_18-16-00,columpioscam3-2024-12-09_18-16-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_18-18-00,columpioscam3-2024-12-09_18-18-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_18-30-00,columpioscam3-2024-12-09_18-30-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_18-52-00,columpioscam3-2024-12-09_18-52-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_19-16-00 copy,columpioscam3-2024-12-09_19-16-00 copy,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_19-16-00,columpioscam3-2024-12-09_19-16-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_19-36-00,columpioscam3-2024-12-09_19-36-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_19-43-00,columpioscam3-2024-12-09_19-43-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-09_20-05-00,columpioscam3-2024-12-09_20-05-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_20-26-00,columpioscam3-2024-12-09_20-26-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_21-03-00,columpioscam3-2024-12-09_21-03-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-09_21-59-00,columpioscam3-2024-12-09_21-59-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_22-29-00,columpioscam3-2024-12-09_22-29-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-09_22-43-00,columpioscam3-2024-12-09_22-43-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-13_01-22-00,columpioscam3-2024-12-13_01-22-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-13_11-38-00 copy,columpioscam3-2024-12-13_11-38-00 copy,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_11-38-00,columpioscam3-2024-12-13_11-38-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_12-19-00 copy,columpioscam3-2024-12-13_12-19-00 copy,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_12-19-00,columpioscam3-2024-12-13_12-19-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_12-35-00,columpioscam3-2024-12-13_12-35-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_15-54-00,columpioscam3-2024-12-13_15-54-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_18-21-00,columpioscam3-2024-12-13_18-21-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_18-44-00,columpioscam3-2024-12-13_18-44-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-13_19-32-00,columpioscam3-2024-12-13_19-32-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-13_20-03-00,columpioscam3-2024-12-13_20-03-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-13_21-07-00,columpioscam3-2024-12-13_21-07-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-13_22-11-00,columpioscam3-2024-12-13_22-11-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-13_22-26-00,columpioscam3-2024-12-13_22-26-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_07-12-00,columpioscam3-2024-12-14_07-12-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_09-14-00 copy,columpioscam3-2024-12-14_09-14-00 copy,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_09-14-00,columpioscam3-2024-12-14_09-14-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_10-27-00,columpioscam3-2024-12-14_10-27-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-14_11-02-00,columpioscam3-2024-12-14_11-02-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_11-27-00,columpioscam3-2024-12-14_11-27-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_12-01-00,columpioscam3-2024-12-14_12-01-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_18-27-00,columpioscam3-2024-12-14_18-27-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_18-29-00,columpioscam3-2024-12-14_18-29-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_19-15-00 copy,columpioscam3-2024-12-14_19-15-00 copy,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-14_19-15-00,columpioscam3-2024-12-14_19-15-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-14_19-33-00 copy,columpioscam3-2024-12-14_19-33-00 copy,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-14_19-33-00,columpioscam3-2024-12-14_19-33-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-14_20-00-00,columpioscam3-2024-12-14_20-00-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-14_21-05-00,columpioscam3-2024-12-14_21-05-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-14_22-08-00,columpioscam3-2024-12-14_22-08-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-15_08-12-00,columpioscam3-2024-12-15_08-12-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-15_10-03-00,columpioscam3-2024-12-15_10-03-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-15_13-26-00 copy,columpioscam3-2024-12-15_13-26-00 copy,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-15_13-26-00,columpioscam3-2024-12-15_13-26-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-15_13-32-00,columpioscam3-2024-12-15_13-32-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-15_14-40-00,columpioscam3-2024-12-15_14-40-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-15_14-41-00,columpioscam3-2024-12-15_14-41-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-15_15-29-00,columpioscam3-2024-12-15_15-29-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-15_18-49-00,columpioscam3-2024-12-15_18-49-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-15_19-23-00,columpioscam3-2024-12-15_19-23-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-15_21-03-00,columpioscam3-2024-12-15_21-03-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-15_21-09-00,columpioscam3-2024-12-15_21-09-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-15_21-58-00,columpioscam3-2024-12-15_21-58-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-15_22-16-00,columpioscam3-2024-12-15_22-16-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-16_09-43-00,columpioscam3-2024-12-16_09-43-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-16_12-28-00,columpioscam3-2024-12-16_12-28-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-16_14-05-00 copy,columpioscam3-2024-12-16_14-05-00 copy,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-16_14-05-00,columpioscam3-2024-12-16_14-05-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-16_15-17-00,columpioscam3-2024-12-16_15-17-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-16_16-06-00,columpioscam3-2024-12-16_16-06-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-16_17-42-00,columpioscam3-2024-12-16_17-42-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-16_18-06-00,columpioscam3-2024-12-16_18-06-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-16_20-09-00,columpioscam3-2024-12-16_20-09-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-16_21-03-00,columpioscam3-2024-12-16_21-03-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-16_22-22-00,columpioscam3-2024-12-16_22-22-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-17_07-10-00,columpioscam3-2024-12-17_07-10-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-17_08-32-00,columpioscam3-2024-12-17_08-32-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-17_08-34-00,columpioscam3-2024-12-17_08-34-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-17_08-35-00,columpioscam3-2024-12-17_08-35-00,columpiosCam3,Social_People
columpiosCam3_columpioscam3-2024-12-17_09-01-00,columpioscam3-2024-12-17_09-01-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2024-12-17_09-16-00,columpioscam3-2024-12-17_09-16-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-17_09-43-00 copy,columpioscam3-2024-12-17_09-43-00 copy,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-17_09-43-00,columpioscam3-2024-12-17_09-43-00,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2024-12-17_10-00-00,columpioscam3-2024-12-17_10-00-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2025-01-06_07-38-23,columpioscam3-2025-01-06_07-38-23,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2025-01-06_08-43-05,columpioscam3-2025-01-06_08-43-05,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2025-01-06_09-20-06,columpioscam3-2025-01-06_09-20-06,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2025-01-06_10-05-46,columpioscam3-2025-01-06_10-05-46,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2025-01-06_11-29-17,columpioscam3-2025-01-06_11-29-17,columpiosCam3,no_activity
columpiosCam3_columpioscam3-2025-01-06_11-42-00,columpioscam3-2025-01-06_11-42-00,columpiosCam3,Transit
columpiosCam3_columpioscam3-2025-01-06_12-07-46,columpioscam3-2025-01-06_12-07-46,columpiosCam3,Transit
